accepted_boundary_index_after,accepted_boundary_index_before,accepted_mask,active_columns_after,actual_rejections,actual_status,attempt_index,committed_to_frozen_prefix,conservation_mask,endpoint_publication_mask,endpoint_total_width,event_count_after,evicted_width,expected_status,finite_mask,h_actual_hex,h_attempted_hex,lane,materialized_total_width,no_double_count_mask,nonlinear_residual_width,ordinary_width,schedule_match,source_decomposition_mask,structured_incremental_width,t_before_hex,tube_publication_mask,tube_total_width
91,90,True,0,0,accepted,90,True,True,True,0.05225467669420217,91,2e-323,accepted,True,0x1.09a6b07e97d9ap-5,0x1.09a6b07e97d9ap-5,L1,0.6324508581749693,True,7.33e-321,0.6324508581749693,True,True,0.0,0x1.7ccb4dab70a1fp+1,True,0.00022631523156876117
92,91,True,0,0,accepted,91,True,True,True,0.05743910366748617,92,2e-323,accepted,True,0x1.24375bbe73d5dp-5,0x1.24375bbe73d5dp-5,L1,0.7425942493476589,True,7.68e-321,0.7425942493476588,True,True,1.1102230246251565e-16,0x1.80f1e86d6b015p+1,True,0.00028934543840065843
93,92,True,0,1,accepted,92,True,True,True,0.060623386160877694,93,2e-323,accepted,True,0x1.4170181e4c380p-6,0x1.4170181e4c380p-5,L1,0.8257027840850384,True,7.984e-321,0.8257027840850382,True,True,2.220446049250313e-16,0x1.8582c5dc64d0ap+1,True,0.0001269908039437966
94,93,True,0,0,accepted,93,True,True,True,0.0643841781087607,94,2e-323,accepted,True,0x1.6194e754870a7p-6,0x1.6194e754870a7p-6,L1,0.9448941309903566,True,8.28e-321,0.9448941309903565,True,True,1.1102230246251565e-16,0x1.8805a60ca1691p+1,True,0.00014591053678651277
95,94,True,0,0,accepted,94,True,True,True,0.06884704045043193,95,2e-323,accepted,True,0x1.84f098102e252p-6,0x1.84f098102e252p-6,L1,1.1273902873610306,True,9.02e-321,1.1273902873610302,True,True,4.440892098500626e-16,0x1.8ac8cfdb4a772p+1,True,0.00017454865894774203
96,95,True,0,0,accepted,95,True,True,True,0.07415888529928591,96,2e-323,accepted,True,0x1.abd57411cc5c1p-6,0x1.abd57411cc5c1p-6,L1,1.4361521529025258,True,1.0326e-320,1.4361521529025258,True,True,0.0,0x1.8dd2b10b6ad37p+1,True,0.00021247446361260494
97,96,True,0,0,accepted,96,True,True,True,0.08048486419633745,97,2e-323,accepted,True,0x1.d69dffad2d988p-6,0x1.d69dffad2d988p-6,L1,1.3873866319414039,True,9.32e-321,1.3873866319414034,True,True,4.440892098500626e-16,0x1.912a5bf38e6c3p+1,True,0.00025668270544204695
98,97,True,0,1,accepted,97,True,True,True,0.08426516057040982,98,2e-323,accepted,True,0x1.02d6e638d913ep-6,0x1.02d6e638d913ep-5,L1,1.261478691955575,True,8.28e-321,1.2614786919555745,True,True,4.440892098500626e-16,0x1.94d797f2e8c76p+1,True,0.00011438609545109016
99,98,True,0,0,accepted,98,True,True,True,0.0886170873175656,99,2e-323,accepted,True,0x1.1cb93071bb95ep-6,0x1.1cb93071bb95ep-6,L1,1.1578163815786962,True,7.43e-321,1.1578163815786962,True,True,0.0,0x1.96dd45bf5a798p+1,True,0.00013148453531864883
100,99,True,0,0,accepted,99,True,True,True,0.09363457788415258,100,2e-323,accepted,True,0x1.39321bb04e581p-6,0x1.39321bb04e581p-6,L1,1.0779724750625976,True,6.85e-321,1.0779724750625974,True,True,2.220446049250313e-16,0x1.9916b8203df0bp+1,True,0.00015189354173212916
101,100,True,0,0,accepted,100,True,True,True,0.09942343397209152,101,2e-323,accepted,True,0x1.5883eb41efc75p-6,0x1.5883eb41efc75p-6,L1,1.0189393495506978,True,6.275e-321,1.0189393495506973,True,True,4.440892098500626e-16,0x1.9b891c579e8d6p+1,True,0.000175568789359363
102,101,True,0,0,accepted,101,True,True,True,0.1060991223985083,102,2e-323,accepted,True,0x1.7af782c887c1bp-6,0x1.7af782c887c1bp-6,L1,0.9779949651116953,True,5.73e-321,0.9779949651116951,True,True,1.1102230246251565e-16,0x1.9e3a242e226cfp+1,True,0.00020261271737007815
103,102,True,0,0,accepted,102,True,True,True,0.11378253315152549,103,2e-323,accepted,True,0x1.a0dd0fdc95551p-6,0x1.a0dd0fdc95551p-6,L1,0.9533857112997939,True,5.385e-321,0.9533857112997935,True,True,3.3306690738754696e-16,0x1.a1301333b37c7p+1,True,0.00023448655767671715
104,103,True,0,1,accepted,103,True,True,True,0.11826208232112655,104,2e-323,accepted,True,0x1.ca8cc4a5d7773p-7,0x1.ca8cc4a5d7773p-6,L1,0.9475889033203456,True,5.306e-321,0.9475889033203454,True,True,2.220446049250313e-16,0x1.a471cd536ca72p+1,True,9.378741881761002e-05
105,104,True,0,0,accepted,104,True,True,True,0.12329793616313839,105,2e-323,accepted,True,0x1.f867a51cd3699p-7,0x1.f867a51cd3699p-7,L1,0.9460657467702123,True,5.17e-321,0.9460657467702122,True,True,1.1102230246251565e-16,0x1.a63c5a18127e9p+1,True,0.00010388694329149963
106,105,True,0,0,accepted,105,True,True,True,0.1289524956959428,106,2e-323,accepted,True,0x1.156c34697446ep-6,0x1.156c34697446ep-6,L1,0.9495585331002305,True,5.04e-321,0.9495585331002304,True,True,1.1102230246251565e-16,0x1.a834c1bd2f520p+1,True,0.00011509607717339786
107,106,True,0,0,accepted,106,True,True,True,0.13528850543431664,107,2e-323,accepted,True,0x1.312a39a7331adp-6,0x1.312a39a7331adp-6,L1,0.9589588246180542,True,4.94e-321,0.958958824618054,True,True,1.1102230246251565e-16,0x1.aa5f9a26023a9p+1,True,0.0001278731458078379
108,107,True,0,0,accepted,107,True,True,True,0.14236333097131632,108,2e-323,accepted,True,0x1.4fae729e51d0cp-6,0x1.4fae729e51d0cp-6,L1,0.9753519686283685,True,4.86e-321,0.9753519686283684,True,True,1.1102230246251565e-16,0x1.acc1ee9950a0cp+1,True,0.00014159329051937773
109,108,True,0,0,accepted,108,True,True,True,0.15022895881926598,109,2e-323,accepted,True,0x1.713fe47af398ep-6,0x1.713fe47af398ep-6,L1,1.0000902258856805,True,4.79e-321,1.0000902258856805,True,True,0.0,0x1.af614b7e8d446p+1,True,0.0001628473270080463
110,109,True,0,0,accepted,109,True,True,True,0.15892594946438554,110,2e-323,accepted,True,0x1.962cae873f283p-6,0x1.962cae873f283p-6,L1,1.0348939030079416,True,4.773e-321,1.0348939030079414,True,True,2.220446049250313e-16,0x1.b243cb47832b9p+1,True,0.00020272238673187432
111,110,True,0,1,accepted,110,True,True,True,0.16385409473052337,111,2e-323,accepted,True,0x1.becabffb2bdf7p-7,0x1.becabffb2bdf7p-6,L1,1.0580385976488014,True,4.763e-321,1.0580385976488011,True,True,2.220446049250313e-16,0x1.b57024a491a9ep+1,True,6.331862643683867e-05
112,111,True,0,0,accepted,111,True,True,True,0.16925370194274963,112,2e-323,accepted,True,0x1.eb789ffab042ap-7,0x1.eb789ffab042ap-7,L1,1.0860644564233017,True,4.773e-321,1.0860644564233015,True,True,2.220446049250313e-16,0x1.b72eef648cd5cp+1,True,7.580588415167284e-05
113,112,True,0,0,accepted,112,True,True,True,0.1751444404532769,113,2e-323,accepted,True,0x1.0e4f24c9e0f17p-6,0x1.0e4f24c9e0f17p-6,L1,1.1199222892310576,True,4.83e-321,1.1199222892310572,True,True,4.440892098500626e-16,0x1.b91a680487860p+1,True,9.125456764522541e-05
114,113,True,0,0,accepted,113,True,True,True,0.1815345114998535,114,2e-323,accepted,True,0x1.29570ede1109ap-6,0x1.29570ede1109ap-6,L1,1.15927438800311,True,4.97e-321,1.1592743880031098,True,True,2.220446049250313e-16,0x1.bb37064e1b47ep+1,True,0.00011023500237599387
115,114,True,0,0,accepted,114,True,True,True,0.1884169826422203,115,2e-323,accepted,True,0x1.4712f6c112bddp-6,0x1.4712f6c112bddp-6,L1,1.206736069779138,True,5.01e-321,1.206736069779138,True,True,0.0,0x1.bd89b46bd769fp+1,True,0.00013343978354363862
116,115,True,0,0,accepted,115,True,True,True,0.19575895750511532,116,2e-323,accepted,True,0x1.67c80f6dfb040p-6,0x1.67c80f6dfb040p-6,L1,1.264006383774529,True,5.03e-321,1.2640063837745288,True,True,2.220446049250313e-16,0x1.c017da59598f7p+1,True,0.00016115679430201302
117,116,True,0,0,accepted,116,True,True,True,0.2034956878509314,117,2e-323,accepted,True,0x1.8bc2775f60eadp-6,0x1.8bc2775f60eadp-6,L1,1.3328706439865141,True,5.11e-321,1.3328706439865141,True,True,0.0,0x1.c2e76a7835858p+1,True,0.00019547303669127826
118,117,True,0,1,accepted,117,True,True,True,0.20773953846602206,118,2e-323,accepted,True,0x1.b355e9b5b768cp-7,0x1.b355e9b5b768cp-6,L1,1.3735634537192922,True,5.16e-321,1.3735634537192922,True,True,0.0,0x1.c5feef66f4475p+1,True,6.0147842942104124e-05
119,118,True,0,0,accepted,118,True,True,True,0.21224923624710684,119,2e-323,accepted,True,0x1.dede8114b0267p-7,0x1.dede8114b0267p-7,L1,1.4191067819014824,True,5.217e-321,1.4191067819014822,True,True,2.220446049250313e-16,0x1.c7b24550a9fecp+1,True,6.980185499367757e-05
120,119,True,0,0,accepted,119,True,True,True,0.21700472824621508,120,2e-323,accepted,True,0x1.0760c6fe94153p-6,0x1.0760c6fe94153p-6,L1,1.470984257664333,True,5.287e-321,1.470984257664333,True,True,0.0,0x1.c99123d1beaeep+1,True,8.116332170085421e-05
121,120,True,0,0,accepted,120,True,True,True,0.22197046150729866,121,2e-323,accepted,True,0x1.21b7414b3c7dcp-6,0x1.21b7414b3c7dcp-6,L1,1.5306691221361781,True,5.366e-321,1.5306691221361777,True,True,4.440892098500626e-16,0x1.cb9fe55fbbd71p+1,True,9.437206628066055e-05
122,121,True,0,0,accepted,121,True,True,True,0.22709125376503284,122,2e-323,accepted,True,0x1.3eaffb05f5bd9p-6,0x1.3eaffb05f5bd9p-6,L1,1.5992654266447268,True,5.454e-321,1.5992654266447266,True,True,2.220446049250313e-16,0x1.cde353e252501p+1,True,0.00010952702515901839
123,122,True,0,0,accepted,122,True,True,True,0.23228857644603446,123,2e-323,accepted,True,0x1.5e8e60ecf4b6fp-6,0x1.5e8e60ecf4b6fp-6,L1,1.6779006015036195,True,5.553e-321,1.6779006015036195,True,True,0.0,0x1.d060b3d85e3b9p+1,True,0.00012658707458167233
124,123,True,0,0,accepted,123,True,True,True,0.23745634072263205,124,2e-323,accepted,True,0x1.819c9dd173961p-6,0x1.819c9dd173961p-6,L1,1.7676882053500051,True,5.72e-321,1.7676882053500051,True,True,0.0,0x1.d31dd09a38250p+1,True,0.0001452835652674199
125,124,True,0,0,accepted,124,True,True,True,0.24245742275998367,125,2e-323,accepted,True,0x1.a82c473332585p-6,0x1.a82c473332585p-6,L1,1.869623828528556,True,5.86e-321,1.8696238285285556,True,True,4.440892098500626e-16,0x1.d62109d5db0c3p+1,True,0.00016514695213107209
126,125,True,0,0,accepted,125,True,True,True,0.24712262993822912,126,2e-323,accepted,True,0x1.d2971b1eb7613p-6,0x1.d2971b1eb7613p-6,L1,1.984436374333546,True,5.98e-321,1.984436374333546,True,True,0.0,0x1.d97162644170ep+1,True,0.00018635036103994073
127,126,True,0,1,accepted,126,True,True,True,0.2494925209822872,127,2e-323,accepted,True,0x1.009fe884180f1p-6,0x1.009fe884180f1p-5,L1,2.0489858350271413,True,6.107e-321,2.048985835027141,True,True,4.440892098500626e-16,0x1.dd16909a7edfap+1,True,5.7157113376206564e-05
128,127,True,0,0,accepted,127,True,True,True,0.2517901004365174,128,2e-323,accepted,True,0x1.1a497fc480dd6p-6,0x1.1a497fc480dd6p-6,L1,2.1201617799905446,True,6.156e-321,2.1201617799905446,True,True,0.0,0x1.df17d06b870fcp+1,True,6.432174314544073e-05
129,128,True,0,0,accepted,128,True,True,True,0.2539496430382132,129,2e-323,accepted,True,0x1.36840c8b5a8d2p-6,0x1.36840c8b5a8d2p-6,L1,2.1983084957819616,True,6.265e-321,2.198308495781961,True,True,4.440892098500626e-16,0x1.e14c636b10118p+1,True,7.235671946182514e-05
130,129,True,0,0,accepted,129,True,True,True,0.2558927137787369,130,2e-323,accepted,True,0x1.559140ffb0681p-6,0x1.559140ffb0681p-6,L1,2.2836224835038506,True,6.225e-321,2.2836224835038506,True,True,0.0,0x1.e3b96b8426c6ap+1,True,8.242805958537687e-05
131,130,True,0,0,accepted,130,True,True,True,0.2575267515817391,131,2e-323,accepted,True,0x1.77b96119420c2p-6,0x1.77b96119420c2p-6,L1,2.3760890231554885,True,6.344e-321,2.376089023155488,True,True,4.440892098500626e-16,0x1.e6648e0626277p+1,True,9.480942609887143e-05
132,131,True,0,0,accepted,131,True,True,True,0.2587455997096041,132,2e-323,accepted,True,0x1.9d4beacefbda3p-6,0x1.9d4beacefbda3p-6,L1,2.4754923157506727,True,6.47e-321,2.4754923157506727,True,True,0.0,0x1.e95400c858ab9p+1,True,0.00010995959475164124
133,132,True,0,0,accepted,132,True,True,True,0.2594307629642918,133,2e-323,accepted,True,0x1.c6a04f16e1d67p-6,0x1.c6a04f16e1d67p-6,L1,2.5812326826731224,True,6.62e-321,2.581232682673122,True,True,4.440892098500626e-16,0x1.ec8e989df6a34p+1,True,0.00012830321602938283
134,133,True,0,0,accepted,133,True,True,True,0.25945459723397224,134,2e-323,accepted,True,0x1.f416bd65f86bfp-6,0x1.f416bd65f86bfp-6,L1,2.692274377040853,True,6.79e-321,2.692274377040853,True,True,0.0,0x1.f01bd93c2466fp+1,True,0.00015051750951244352
135,134,True,0,0,accepted,134,True,True,True,0.2586981938345595,135,2e-323,accepted,True,0x1.130c81c4e23b6p-5,0x1.130c81c4e23b6p-5,L1,2.807140933910067,True,6.966e-321,2.807140933910067,True,True,0.0,0x1.f40406b6f057cp+1,True,0.0001765194710105981
136,135,True,0,1,accepted,135,True,True,True,0.25802574705766324,136,2e-323,accepted,True,0x1.2e8dc1f22c0e2p-6,0x1.2e8dc1f22c0e2p-5,L1,2.8621498990709306,True,7.045e-321,2.86214989907093,True,True,4.440892098500626e-16,0x1.f85038be03e0bp+1,True,5.282558579222192e-05
137,136,True,0,0,accepted,136,True,True,True,0.2570556556242253,137,2e-323,accepted,True,0x1.4ccf2223fd42cp-6,0x1.4ccf2223fd42cp-6,L1,2.8686741521596635,True,7.026e-321,2.8686741521596635,True,True,0.0,0x1.faad5441e838dp+1,True,6.035667996151427e-05
138,137,True,0,0,accepted,137,True,True,True,0.2557579345577734,138,2e-323,accepted,True,0x1.6e170bf463631p-6,0x1.6e170bf463631p-6,L1,2.858822916168722,True,6.966e-321,2.858822916168722,True,True,0.0,0x1.fd46f28630335p+1,True,7.208325610710286e-05
139,138,True,0,0,accepted,138,True,True,True,0.25408113951982075,139,2e-323,accepted,True,0x1.92b2f38cd3b9dp-6,0x1.92b2f38cd3b9dp-6,L1,2.845677484120586,True,6.927e-321,2.845677484120586,True,True,0.0,0x1.0011904f0c7d1p+2,True,8.682794062004159e-05
140,139,True,0,0,accepted,139,True,True,True,0.2519682984441649,140,2e-323,accepted,True,0x1.baf80be7b5b2dp-6,0x1.baf80be7b5b2dp-6,L1,2.83520740636748,True,6.976e-321,2.8352074063674797,True,True,4.440892098500626e-16,0x1.01a443429950dp+2,True,0.00010488654678135348
141,140,True,0,0,accepted,140,True,True,True,0.2493595153778133,141,2e-323,accepted,True,0x1.e7440d187b119p-6,0x1.e7440d187b119p-6,L1,2.82701696491199,True,7.006e-321,2.8270169649119894,True,True,4.440892098500626e-16,0x1.035f3b4e81068p+2,True,0.00012667756699322362
142,141,True,0,0,accepted,141,True,True,True,0.24619386622652728,142,2e-323,accepted,True,0x1.0bff0733dd49bp-5,0x1.0bff0733dd49bp-5,L1,2.8204191468305178,True,7.085e-321,2.820419146830517,True,True,8.881784197001252e-16,0x1.05467f5b99819p+2,True,0.000152651457533523
143,142,True,0,0,accepted,142,True,True,True,0.2424103966649432,143,2e-323,accepted,True,0x1.26cbbb1f736abp-5,0x1.26cbbb1f736abp-5,L1,2.8136172407808138,True,7.31e-321,2.813617240780813,True,True,8.881784197001252e-16,0x1.075e7d6a013c2p+2,True,0.00018291193770788824
144,143,True,0,1,accepted,143,True,True,True,0.24087229512175706,144,2e-323,accepted,True,0x1.44468108fef56p-6,0x1.44468108fef56p-5,L1,2.8132528639227914,True,7.4e-321,2.8132528639227905,True,True,8.881784197001252e-16,0x1.09ac14e04022fp+2,True,5.8886005942942974e-05
145,144,True,0,0,accepted,144,True,True,True,0.2396227297012547,145,2e-323,accepted,True,0x1.64b3f456b20dfp-6,0x1.64b3f456b20dfp-6,L1,2.815560492773444,True,7.5e-321,2.815560492773444,True,True,0.0,0x1.0af05b614921ep+2,True,6.839973931706241e-05
146,145,True,0,0,accepted,145,True,True,True,0.23874874635580096,146,2e-323,accepted,True,0x1.885f8cc5c3dc3p-6,0x1.885f8cc5c3dc3p-6,L1,2.8211069024043565,True,7.62e-321,2.821106902404356,True,True,4.440892098500626e-16,0x1.0c550f559fd3fp+2,True,7.980304229340974e-05
147,146,True,0,0,accepted,146,True,True,True,0.23835037662599828,147,2e-323,accepted,True,0x1.af9c4e0cbdd8ap-6,0x1.af9c4e0cbdd8ap-6,L1,2.830488284457367,True,7.747e-321,2.8304882844573664,True,True,4.440892098500626e-16,0x1.0ddd6ee26597dp+2,True,9.343233517922583e-05
148,147,True,0,0,accepted,147,True,True,True,0.23854199952157892,148,2e-323,accepted,True,0x1.dac5890e0407fp-6,0x1.dac5890e0407fp-6,L1,2.8442889551806187,True,7.885e-321,2.8442889551806187,True,True,0.0,0x1.0f8d0b307255bp+2,True,0.00010975245397953605
149,148,True,0,0,accepted,148,True,True,True,0.239455203929022,149,2e-323,accepted,True,0x1.051fd82e1bd13p-5,0x1.051fd82e1bd13p-5,L1,2.8630209203719605,True,7.866e-321,2.86302092037196,True,True,4.440892098500626e-16,0x1.1167d0b98059bp+2,True,0.0001304028615476756
150,149,True,0,0,accepted,149,True,True,True,0.2412403997572639,150,2e-323,accepted,True,0x1.1f3ca0ff84ffcp-5,0x1.1f3ca0ff84ffcp-5,L1,2.887023024645452,True,7.875e-321,2.8870230246454516,True,True,4.440892098500626e-16,0x1.13721069dc915p+2,True,0.00015613429267897106
151,150,True,0,0,accepted,150,True,True,True,0.2440714551306839,151,2e-323,accepted,True,0x1.3bf5e44c457fcp-5,0x1.3bf5e44c457fcp-5,L1,2.916346291298244,True,7.964e-321,2.916346291298244,True,True,0.0,0x1.15b089abdb9b5p+2,True,0.0001883376352513227
152,151,True,0,1,accepted,151,True,True,True,0.24600267368999196,152,2e-323,accepted,True,0x1.5b8e7b20b2d96p-6,0x1.5b8e7b20b2d96p-5,L1,2.9334344949303697,True,7.984e-321,2.933434494930369,True,True,8.881784197001252e-16,0x1.1828757474265p+2,True,6.358961554618022e-05
153,152,True,0,0,accepted,152,True,True,True,0.248409426832402,153,2e-323,accepted,True,0x1.7e4fedd72b226p-6,0x1.7e4fedd72b226p-6,L1,2.952628774330094,True,8.004e-321,2.9526287743300936,True,True,4.440892098500626e-16,0x1.198403ef94d93p+2,True,7.422266489247346e-05
154,153,True,0,0,accepted,153,True,True,True,0.2513859764372064,154,2e-323,accepted,True,0x1.a48b1f397c3f7p-6,0x1.a48b1f397c3f7p-6,L1,2.973934027821274,True,7.994e-321,2.9739340278212736,True,True,4.440892098500626e-16,0x1.1b0253dd6c045p+2,True,8.723898881373617e-05
155,154,True,0,0,accepted,154,True,True,True,0.2550449701753448,155,2e-323,accepted,True,0x1.ce9908bf3bdf7p-6,0x1.ce9908bf3bdf7p-6,L1,2.997271428112487,True,7.974e-321,2.9972714281124864,True,True,4.440892098500626e-16,0x1.1ca6defca5809p+2,True,0.00010333915660859238
156,155,True,0,0,accepted,155,True,True,True,0.2595221130940381,156,2e-323,accepted,True,0x1.fcdb899f2842ap-6,0x1.fcdb899f2842ap-6,L1,3.0224533309518224,True,7.925e-321,3.022453330951822,True,True,4.440892098500626e-16,0x1.1e75780564bc7p+2,True,0.00012347857271220259
157,156,True,0,0,accepted,156,True,True,True,0.26498266354583977,157,2e-323,accepted,True,0x1.17df254abc8b1p-5,0x1.17df254abc8b1p-5,L1,3.0491672076085976,True,7.846e-321,3.049167207608597,True,True,4.440892098500626e-16,0x1.2072538f03e4bp+2,True,0.00014897625897082394
158,157,True,0,0,accepted,157,True,True,True,0.2716306363461657,158,2e-323,accepted,True,0x1.33dbdc389c32ap-5,0x1.33dbdc389c32ap-5,L1,3.076982255156404,True,7.707e-321,3.0769822551564037,True,True,4.440892098500626e-16,0x1.22a211d9995dcp+2,True,0.0001816721817284253
159,158,True,0,1,accepted,158,True,True,True,0.2756154294735874,159,2e-323,accepted,True,0x1.52a50bd7df048p-6,0x1.52a50bd7df048p-5,L1,3.09173866433634,True,7.61e-321,3.0917386643363396,True,True,4.440892098500626e-16,0x1.2509c9920a962p+2,True,6.290549220786811e-05
160,159,True,0,0,accepted,159,True,True,True,0.28023600713765034,160,2e-323,accepted,True,0x1.748259d3dbb83p-6,0x1.748259d3dbb83p-6,L1,3.1072594549146464,True,7.5e-321,3.107259454914646,True,True,4.440892098500626e-16,0x1.265c6e9de2752p+2,True,7.387221195778486e-05
161,160,True,0,0,accepted,160,True,True,True,0.28560982477492824,161,2e-323,accepted,True,0x1.99c29602a4e44p-6,0x1.99c29602a4e44p-6,L1,3.123453674271661,True,7.47e-321,3.1234536742716603,True,True,8.881784197001252e-16,0x1.27d0f0f7b650ep+2,True,8.749117959821407e-05
162,161,True,0,0,accepted,161,True,True,True,0.29188080137044936,162,2e-323,accepted,True,0x1.c2bc71cfb5618p-6,0x1.c2bc71cfb5618p-6,L1,3.139484964132918,True,7.32e-321,3.139484964132918,True,True,0.0,0x1.296ab38db8f5cp+2,True,0.00010460151086883826
163,162,True,0,0,accepted,162,True,True,True,0.29922776363216197,163,2e-323,accepted,True,0x1.efcf49fe1451bp-6,0x1.efcf49fe1451bp-6,L1,3.1544343254215415,True,7.144e-321,3.1544343254215415,True,True,0.0,0x1.2b2d6fff88ab2p+2,True,0.00012639312848684395
164,163,True,0,0,accepted,163,True,True,True,0.30787560359919863,164,2e-323,accepted,True,0x1.10b2024bbe602p-5,0x1.10b2024bbe602p-5,L1,3.169009125675897,True,6.937e-321,3.169009125675897,True,True,0.0,0x1.2d1d3f4986bf7p+2,True,0.0001545478417887358
,164,,,1,accepted,164,False,,,,,,accepted,,0x1.2bf70286849cfp-6,0x1.2bf70286849cfp-5,L1,,,,,False,,,0x1.2f3ea34e1e3c3p+2,,
1,0,True,1,3,accepted,0,True,True,True,5.261706049034085e-05,1,2e-323,accepted,True,0x1.999999999999ap-7,0x1.999999999999ap-4,L2,0.000804119976717122,True,6.937e-321,0.00048262650694892777,True,True,0.0003214934697681942,0x0.0p+0,True,5.261706049034077e-05
2,1,True,2,0,accepted,1,True,True,True,0.00011728534421163948,2,2e-323,accepted,True,0x1.c28f5c28f5c2ap-7,0x1.c28f5c28f5c2ap-7,L2,0.001459465483091096,True,2.924688041554252e-12,0.000849490653546509,True,True,0.0006099748295445871,0x1.999999999999ap-7,True,8.49875615132225e-05
3,2,True,3,0,accepted,2,True,True,True,0.00019751041672028127,3,2e-323,accepted,True,0x1.ef9db22d0e562p-7,0x1.ef9db22d0e562p-7,L2,0.002052899986776083,True,1.7879474788512127e-10,0.0011554730832642939,True,True,0.0008974269035117893,0x1.ae147ae147ae2p-6,True,0.00012811211063455566
4,3,True,4,0,accepted,3,True,True,True,0.00029789454461587035,4,2e-323,accepted,True,0x1.1096bb98c7e29p-6,0x1.1096bb98c7e29p-6,L2,0.0026409168444715176,True,8.608460187780553e-10,0.0014335728612348024,True,True,0.0012073439832367152,0x1.52f1a9fbe76cap-5,True,0.0001857823767006928
5,4,True,5,0,accepted,4,True,True,True,0.0004243786253066589,5,2e-323,accepted,True,0x1.2bd9018e75794p-6,0x1.2bd9018e75794p-6,L2,0.0032682218871418383,True,2.527135556980763e-09,0.0017073505077753125,True,True,0.0015608713793665257,0x1.db3d07c84b5dep-5,True,0.00026301705010135004
6,5,True,6,0,accepted,5,True,True,True,0.0005871307027882272,6,2e-323,accepted,True,0x1.49d51b4fe79f0p-6,0x1.49d51b4fe79f0p-6,L2,0.003995101697957938,True,5.803925718337438e-09,0.0019970690194664265,True,True,0.0019980326784915115,0x1.3894c447c30d4p-4,True,0.00036897476573303486
7,6,True,7,1,accepted,6,True,True,True,0.0006480074364093131,7,2e-323,accepted,True,0x1.6ad0d13e4b955p-7,0x1.6ad0d13e4b955p-6,L2,0.004166299075401646,True,5.975576332326251e-09,0.002121785936324006,True,True,0.00204451313907764,0x1.8b0a0b1bbcf50p-4,True,0.0003587209239845064
8,7,True,8,0,accepted,7,True,True,True,0.0007205945094978209,8,2e-323,accepted,True,0x1.8f18e62aecbdep-7,0x1.8f18e62aecbdep-7,L2,0.004389000081072861,True,8.430767164016697e-09,0.002264977424870919,True,True,0.002124022656201942,0x1.b86425438667bp-4,True,0.00039681411545587424
9,8,True,9,0,accepted,8,True,True,True,0.0008083983588683515,9,2e-323,accepted,True,0x1.b701c9fc046a8p-7,0x1.b701c9fc046a8p-7,L2,0.004679515397353334,True,1.1248502600523168e-08,0.0024312828108827935,True,True,0.0022482325864705403,0x1.ea474208e3ff7p-4,True,0.00044551501530523213
10,9,True,10,0,accepted,9,True,True,True,0.0009161588613588823,10,2e-323,accepted,True,0x1.e2e85e2ed1a86p-7,0x1.e2e85e2ed1a86p-7,L2,0.005059770673500512,True,1.4229108555650175e-08,0.002626629658780991,True,True,0.0024331410147195214,0x1.1093bda432466p-3,True,0.0005089990599904616
11,10,True,11,0,accepted,10,True,True,True,0.001048967598089951,11,2e-323,accepted,True,0x1.0999670026830p-6,0x1.0999670026830p-6,L2,0.005552931620390551,True,1.6922236108778664e-08,0.0028586588687363732,True,True,0.002694272751654178,0x1.2ec243871f60ep-3,True,0.0005918159555858827
12,11,True,12,0,accepted,11,True,True,True,0.001212867862949224,12,2e-323,accepted,True,0x1.2428be19c3f68p-6,0x1.2428be19c3f68p-6,L2,0.0061884537485650485,True,1.839023185908304e-08,0.003137313315938444,True,True,0.0030511404326266046,0x1.4ff5706724314p-3,True,0.0006995256110296638
13,12,True,13,0,accepted,12,True,True,True,0.001414643279520639,13,2e-323,accepted,True,0x1.4160044f8ac26p-6,0x1.4160044f8ac26p-6,L2,0.006980624459291345,True,1.6711900034796675e-08,0.0034648681045360815,True,True,0.0035157563547552634,0x1.747a882a5cb01p-3,True,0.0008385959285196371
14,13,True,14,1,accepted,13,True,True,True,0.0014826025779342712,14,2e-323,accepted,True,0x1.618337f118a2ap-7,0x1.618337f118a2ap-6,L2,0.007211290596111911,True,8.19932149535408e-09,0.0036279512172072387,True,True,0.0035833393789046725,0x1.9ca688b44e086p-3,True,0.0008126133112020054
15,14,True,15,0,accepted,14,True,True,True,0.0015624250126213624,15,2e-323,accepted,True,0x1.84dd23ef9b195p-7,0x1.84dd23ef9b195p-7,L2,0.007504194021628869,True,1.0738984474770202e-08,0.003819284532529693,True,True,0.003684909489099176,0x1.b2bebc335f929p-3,True,0.0008535981839624938
16,15,True,16,0,accepted,15,True,True,True,0.0016563305353383079,16,2e-323,accepted,True,0x1.abc00dedf768bp-7,0x1.abc00dedf768bp-7,L2,0.007873544675595001,True,1.4028691719807504e-08,0.00404468766225232,True,True,0.0038288570133426817,0x1.cb0c8e7259442p-3,True,0.0009042481656167275
17,16,True,16,0,accepted,16,True,True,True,0.0017668859830318562,18,9.302836746009514e-05,accepted,True,0x1.d68675b8f68cdp-7,0x1.d68675b8f68cdp-7,L2,0.008337054633019866,True,1.8541932086548364e-08,0.004404730936488773,True,True,0.003932323696531093,0x1.e5c88f5138babp-3,True,0.0009668008098331501
